Geography,Timeframe,Week,Type,Average_Price,Total_Bulk_and_Bags_Units,4046_Units,4225_Units,4770_Units,TotalBagged_Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
West,Weekly,10/9/22 0:00,Conventional,1.069264136,6442851.42,3199763.94,1863015.68,148103.34,1231968.46,,,
Total U.S.,Weekly,10/9/22 0:00,Conventional,1.114724205,37772503.69,17925801.38,8691725.56,1703490.04,9451486.72,,,
Albany,Weekly,10/9/22 0:00,Organic,1.991733381,3499.23,299.47,376.51,0,2823.24,,,
Atlanta,Weekly,10/9/22 0:00,Organic,1.156113585,65884.24,213.68,16105.89,0,49564.66,,,
Baltimore/Washington,Weekly,10/9/22 0:00,Organic,1.693200258,63117.3,650.07,9207.42,67.13,53192.69,,,
Birmingham/Montgomery,Weekly,10/9/22 0:00,Organic,1.141038488,19072.07,102.34,873.59,0,18096.14,,,
Boise,Weekly,10/9/22 0:00,Organic,1.810079309,5690.58,212.28,3274.42,0,2203.88,,,
Boston,Weekly,10/9/22 0:00,Organic,1.69562292,38421.23,302.99,1865.31,0,36252.93,,,
Buffalo/Rochester,Weekly,10/9/22 0:00,Organic,1.598646029,12568.67,537.29,77.83,0,11953.54,,,
Charlotte,Weekly,10/9/22 0:00,Organic,1.493003853,25507.39,173.35,2733.99,21.74,22578.31,,,
Chicago,Weekly,10/9/22 0:00,Organic,1.437822466,62981.07,3556.24,11125.05,0,48299.78,,,
Cincinnati/Dayton,Weekly,10/9/22 0:00,Organic,1.624045275,19285.15,81.84,10685.07,0,8518.24,,,
Columbus,Weekly,10/9/22 0:00,Organic,1.678505629,11225.2,688.23,4842.96,0,5694.01,,,
Dallas/Ft. Worth,Weekly,10/9/22 0:00,Organic,1.257741013,52078.31,15509.13,716.64,0,35852.54,,,
Denver,Weekly,10/9/22 0:00,Organic,1.700367691,35023.96,18591.7,810.77,0,15621.49,,,
Detroit,Weekly,10/9/22 0:00,Organic,1.464261732,23615.26,218.3,6246.9,0,17150.06,,,
Grand Rapids,Weekly,10/9/22 0:00,Organic,1.407423098,7984.81,93.1,732.37,0,7159.34,,,
Harrisburg/Scranton,Weekly,10/9/22 0:00,Organic,1.56017004,15401.27,766.29,422.41,0,14212.57,,,
Hartford/Springfield,Weekly,10/9/22 0:00,Organic,1.646269603,24016.23,750.1,3634.69,0,19631.44,,,
Houston,Weekly,10/9/22 0:00,Organic,1.198458328,27844.25,10281.63,297.59,0,17265.04,,,
Indianapolis,Weekly,10/9/22 0:00,Organic,1.503305625,11927.28,184.62,4295.93,0,7446.73,,,
Jacksonville,Weekly,10/9/22 0:00,Organic,0.945558521,26320.56,162.69,131.12,0.99,26025.76,,,
Las Vegas,Weekly,10/9/22 0:00,Organic,1.505324529,16135.71,3937.11,3791.09,0,8407.5,,,
Los Angeles,Weekly,10/9/22 0:00,Organic,1.818236182,144683.89,48887.64,4740.97,2741.43,88313.85,,,
Louisville,Weekly,10/9/22 0:00,Organic,1.547580329,8770.33,20.52,4313.9,0,4435.91,,,
Miami/Ft. Lauderdale,Weekly,10/9/22 0:00,Organic,1.220806898,67034.9,1757.61,511.82,0,64765.48,,,
Nashville,Weekly,10/9/22 0:00,Organic,1.616783075,23451.04,122.52,10182.35,0,13146.16,,,
Northern New England,Weekly,10/9/22 0:00,Organic,2.099710286,15597.29,1776.36,300.03,0,13520.91,,,
New Orleans/Mobile,Weekly,10/9/22 0:00,Organic,1.424979081,5730.72,385.3,83.79,0,5261.63,,,
New York,Weekly,10/9/22 0:00,Organic,1.647285464,116644.91,10261.25,12252.92,47.6,94083.15,,,
Orlando,Weekly,10/9/22 0:00,Organic,1.160478572,31842.16,534.85,131.88,0,31175.44,,,
Peoria/Springfield,Weekly,10/9/22 0:00,Organic,1.501268476,4921.25,98.45,1087.8,0,3735.01,,,
Philadelphia,Weekly,10/9/22 0:00,Organic,1.749784822,32185.39,2489.8,4622.19,173.27,24900.13,,,
Phoenix/Tucson,Weekly,10/9/22 0:00,Organic,1.396505398,33104.28,5665.31,6666.84,0,20772.14,,,
Pittsburgh,Weekly,10/9/22 0:00,Organic,1.440880026,8835.02,1507.56,0,0,7327.45,,,
Portland,Weekly,10/9/22 0:00,Organic,1.698443484,45912.77,201.16,28380.06,0,17331.55,,,
Providence,Weekly,10/9/22 0:00,Organic,1.513115108,6668.32,71.17,17.36,0,6579.79,,,
Raleigh/Greensboro,Weekly,10/9/22 0:00,Organic,1.548429924,29715.94,444.74,2545.45,13.24,26712.51,,,
Richmond/Norfolk,Weekly,10/9/22 0:00,Organic,1.364428073,29270.05,156.3,4207.48,2,24904.28,,,
Roanoke,Weekly,10/9/22 0:00,Organic,1.42201499,13906.77,40.05,3548.17,0,10318.55,,,
Sacramento,Weekly,10/9/22 0:00,Organic,1.80777182,21276.06,4151.44,2264.32,0,14860.31,,,
San Diego,Weekly,10/9/22 0:00,Organic,1.99285534,22902.77,11042.03,732.82,376,10751.92,,,
San Francisco,Weekly,10/9/22 0:00,Organic,2.177065126,57515.12,18460.76,5211.69,0,33842.67,,,
Seattle,Weekly,10/9/22 0:00,Organic,2.132674107,63074.31,5351.52,40582.08,4.32,17136.39,,,
South Carolina,Weekly,10/9/22 0:00,Organic,1.2888589,42144.34,407.22,4353.06,5.32,37378.74,,,
Spokane,Weekly,10/9/22 0:00,Organic,1.989984673,5601.14,82.48,3305.33,0,2213.33,,,
St. Louis,Weekly,10/9/22 0:00,Organic,1.830406717,9984.45,1789.01,2444.29,0,5751.16,,,
Syracuse,Weekly,10/9/22 0:00,Organic,1.513856724,5330.98,326.85,61.39,0,4942.74,,,
Tampa,Weekly,10/9/22 0:00,Organic,1.270349155,22100.87,332.77,47.14,0,21720.96,,,
Toledo,Weekly,10/9/22 0:00,Organic,1.571608555,5208.29,47.66,1976.63,0,3184,,,
West Tex/New Mexico,Weekly,10/9/22 0:00,Organic,1.318451176,41791.43,13834.36,1950.06,0,26007.01,,,
Wichita,Weekly,10/9/22 0:00,Organic,1.413063499,3677.99,1307.53,6.79,0,2363.66,,,
California,Weekly,10/9/22 0:00,Organic,1.89653872,307456.71,100470.54,17980.68,3329.73,185675.76,,,
Great Lakes,Weekly,10/9/22 0:00,Organic,1.499825083,199384.86,9927.46,48781.19,0,140676.21,,,
Midsouth,Weekly,10/9/22 0:00,Organic,1.528100755,283442.42,2214.86,56095.27,159.81,224972.49,,,
Northeast,Weekly,10/9/22 0:00,Organic,1.67640476,297941.9,20196.05,22804.39,171.31,254770.16,,,
Plains,Weekly,10/9/22 0:00,Organic,1.534021553,57170.88,14078.7,5993.58,0,37098.6,,,
South Central,Weekly,10/9/22 0:00,Organic,1.287211642,164325.26,45830.42,6804.05,437.81,111252.98,,,
Southeast,Weekly,10/9/22 0:00,Organic,1.165765522,366440.96,4333.02,29686.86,6.93,332414.15,,,
West,Weekly,10/9/22 0:00,Organic,1.709730763,321242.94,61574.64,116564.52,13.53,143090.25,,,
Total U.S.,Weekly,10/9/22 0:00,Organic,1.547202619,1997405.94,258625.69,304710.54,4119.11,1429950.6,,,
Albany,Weekly,10/16/22 0:00,Conventional,1.063352903,100329.18,14365.02,61837.7,17.24,24109.22,,,
Atlanta,Weekly,10/16/22 0:00,Conventional,1.012534777,710608.69,460362.63,83906.68,41852.28,124487.1,,,
Baltimore/Washington,Weekly,10/16/22 0:00,Conventional,1.191351641,946668.85,263969.56,250950.64,2073.85,429674.79,,,
Birmingham/Montgomery,Weekly,10/16/22 0:00,Conventional,0.974904721,315573.98,209083.38,31369.92,2735.11,72385.57,,,
Boise,Weekly,10/16/22 0:00,Conventional,0.972980156,120253.84,74864.4,21767.15,164.31,23457.97,,,
Boston,Weekly,10/16/22 0:00,Conventional,1.423201125,487710.17,43239.76,319079.83,87.96,125302.63,,,
Buffalo/Rochester,Weekly,10/16/22 0:00,Conventional,1.143120552,187850.43,37475.53,46279.86,1350.21,102744.83,,,
Charlotte,Weekly,10/16/22 0:00,Conventional,1.127599268,369981.31,143610.54,59150.03,2060.6,165160.14,,,
Chicago,Weekly,10/16/22 0:00,Conventional,1.09620324,932157.93,347536.53,291096.25,41860.46,251664.69,,,
Cincinnati/Dayton,Weekly,10/16/22 0:00,Conventional,1.035794496,256351.99,117192.27,18132.87,45141.39,75885.45,,,
Columbus,Weekly,10/16/22 0:00,Conventional,1.072001828,208415.56,96152.41,16343.91,30947.39,64971.86,,,
Dallas/Ft. Worth,Weekly,10/16/22 0:00,Conventional,0.781964121,1538078.05,663372.27,288392.12,3858.4,582455.26,,,
Denver,Weekly,10/16/22 0:00,Conventional,0.938783595,853711.01,330327.92,260037.09,19222.75,244123.24,,,
Detroit,Weekly,10/16/22 0:00,Conventional,1.034181263,367293.05,126815.96,72059.9,21908.72,146508.47,,,
Grand Rapids,Weekly,10/16/22 0:00,Conventional,1.209165529,140272.41,34164.66,29822.46,19267.8,57017.5,,,
Harrisburg/Scranton,Weekly,10/16/22 0:00,Conventional,1.032093399,369084.52,143762.94,89867.71,1601.55,133852.32,,,
Hartford/Springfield,Weekly,10/16/22 0:00,Conventional,1.321259924,306406.26,45030.11,183159.02,185.07,78032.06,,,
Houston,Weekly,10/16/22 0:00,Conventional,0.80035066,1073294.84,543787.08,187007.36,10498.58,332001.81,,,
Indianapolis,Weekly,10/16/22 0:00,Conventional,0.980195516,221633.81,95352.68,29468.14,23512.61,73300.39,,,
Jacksonville,Weekly,10/16/22 0:00,Conventional,1.111226658,219965.06,159198.97,11202.06,17.76,49546.26,,,
Las Vegas,Weekly,10/16/22 0:00,Conventional,0.982199585,400967.52,133012.67,86677.57,18265.66,163011.62,,,
Los Angeles,Weekly,10/16/22 0:00,Conventional,1.23966498,2786944.17,1527269.72,109248.82,477135.74,673289.88,,,
Louisville,Weekly,10/16/22 0:00,Conventional,1.011372266,112821.41,46725.69,2961.23,17472.39,45662.09,,,
Miami/Ft. Lauderdale,Weekly,10/16/22 0:00,Conventional,1.131494229,938263.04,709148.76,29672.66,1533.87,197907.75,,,
Nashville,Weekly,10/16/22 0:00,Conventional,0.995458668,275315.03,156107.39,9558.5,17594.96,92054.17,,,
Northern New England,Weekly,10/16/22 0:00,Conventional,1.120030499,392873.93,52781.85,268331.56,103.56,71656.97,,,
New Orleans/Mobile,Weekly,10/16/22 0:00,Conventional,0.846466291,325814.09,168355.64,9251.66,604.82,147601.97,,,
New York,Weekly,10/16/22 0:00,Conventional,1.267704095,1807969.48,339392.92,891943.88,13142.39,563490.28,,,
Orlando,Weekly,10/16/22 0:00,Conventional,1.043431863,576031.29,379572.99,22548.27,26.73,173883.3,,,
Peoria/Springfield,Weekly,10/16/22 0:00,Conventional,0.91876958,130333.61,62093.44,17208.53,5908.58,45123.06,,,
Philadelphia,Weekly,10/16/22 0:00,Conventional,1.089665212,573530.33,195754.93,156302.83,520.93,220951.64,,,
Phoenix/Tucson,Weekly,10/16/22 0:00,Conventional,0.840865302,1216238.25,572588.45,352972.41,3522.58,287154.81,,,
Pittsburgh,Weekly,10/16/22 0:00,Conventional,1.062751242,143943.63,76654.05,16580.66,65.42,50643.5,,,
Portland,Weekly,10/16/22 0:00,Conventional,1.205044672,583581.07,294741.52,154158.39,24944.12,109737.04,,,
Providence,Weekly,10/16/22 0:00,Conventional,1.384138322,79748.12,12591.13,49687.91,36.85,17432.22,,,
Raleigh/Greensboro,Weekly,10/16/22 0:00,Conventional,1.113865169,411781.69,170932.25,65389.84,1645.55,173814.04,,,
Richmond/Norfolk,Weekly,10/16/22 0:00,Conventional,1.092379371,278436.31,112727.17,48187.64,13668.5,103852.99,,,
Roanoke,Weekly,10/16/22 0:00,Conventional,1.011768817,168642.68,78040.77,17450.7,11757.39,61393.82,,,
Sacramento,Weekly,10/16/22 0:00,Conventional,1.460835644,403675.39,182505.64,132218.41,5007.54,83943.8,,,
San Diego,Weekly,10/16/22 0:00,Conventional,1.308483344,521428.76,291579.55,43830.63,66428.4,119590.18,,,
San Francisco,Weekly,10/16/22 0:00,Conventional,1.646158416,552282.24,367918.47,88220.27,5662.06,90481.44,,,
Seattle,Weekly,10/16/22 0:00,Conventional,1.601161181,477462.6,197784.28,137223.4,23343.18,119111.74,,,
South Carolina,Weekly,10/16/22 0:00,Conventional,1.045974001,519094.47,273709.94,80491.33,9181.69,155711.51,,,
Spokane,Weekly,10/16/22 0:00,Conventional,1.359334345,64691.19,33468.42,16711.43,24.23,14487.12,,,
St. Louis,Weekly,10/16/22 0:00,Conventional,0.912085723,229208.06,136913.93,14449.95,125.57,77718.62,,,
Syracuse,Weekly,10/16/22 0:00,Conventional,1.104937542,83713.11,17851.91,29111.87,307.54,36441.8,,,
Tampa,Weekly,10/16/22 0:00,Conventional,1.025230136,628436.02,438213.78,7893.74,21.82,182306.68,,,
Toledo,Weekly,10/16/22 0:00,Conventional,1.025858204,111667.42,44334.41,16250.07,15590.44,35492.5,,,
West Tex/New Mexico,Weekly,10/16/22 0:00,Conventional,0.781442696,911838.77,490901.73,107972.17,5788.57,307176.31,,,
Wichita,Weekly,10/16/22 0:00,Conventional,0.958850169,103227.27,40455.29,24954.06,45.51,37772.42,,,
California,Weekly,10/16/22 0:00,Conventional,1.338410513,5345312.59,2986603.84,574179.26,621857.79,1162671.7,,,
Great Lakes,Weekly,10/16/22 0:00,Conventional,1.036172297,3714267.64,1461858.62,823271.98,273721.32,1155415.72,,,
Midsouth,Weekly,10/16/22 0:00,Conventional,1.094642977,3767979.36,1543797.94,625161.49,116140.5,1482879.43,,,
Northeast,Weekly,10/16/22 0:00,Conventional,1.21828777,4707832.21,928550.17,2218822.87,6186.33,1554272.83,,,
Plains,Weekly,10/16/22 0:00,Conventional,1.002469462,1991384.12,972728.58,338230.48,5018.13,675406.93,,,
South Central,Weekly,10/16/22 0:00,Conventional,0.813196174,5552453.28,2614581.82,942151.72,37160.72,1958559.03,,,
Southeast,Weekly,10/16/22 0:00,Conventional,1.044038878,5153723.1,3474973.49,316898.02,74493.09,1287358.5,,,
West,Weekly,10/16/22 0:00,Conventional,1.026433021,6343243.71,2951415.27,1649026.88,120100.95,1622700.6,,,
Total U.S.,Weekly,10/16/22 0:00,Conventional,1.073541599,36576196.01,16934509.73,7487742.71,1254678.83,10899264.74,,,
Albany,Weekly,10/16/22 0:00,Organic,1.941688957,3644.19,238.45,429.29,0,2976.45,,,
Atlanta,Weekly,10/16/22 0:00,Organic,1.113670936,66716.47,205.09,15150.43,0,51360.95,,,
Baltimore/Washington,Weekly,10/16/22 0:00,Organic,1.715003953,60368.45,713.87,10236.42,33.58,49384.57,,,
Birmingham/Montgomery,Weekly,10/16/22 0:00,Organic,1.128932626,15373.59,123.5,714.84,0,14535.25,,,
Boise,Weekly,10/16/22 0:00,Organic,1.860262321,6034.15,121.91,3953.31,0,1958.93,,,
Boston,Weekly,10/16/22 0:00,Organic,1.768345273,32316.12,355.42,2048.52,0,29912.18,,,
Buffalo/Rochester,Weekly,10/16/22 0:00,Organic,1.645109282,12250.75,439.59,65.93,0,11745.24,,,
Charlotte,Weekly,10/16/22 0:00,Organic,1.52587949,22391.28,128.05,2579.15,12.42,19671.65,,,
Chicago,Weekly,10/16/22 0:00,Organic,1.398161471,63597.5,1483.78,17119.09,0,44994.64,,,
Cincinnati/Dayton,Weekly,10/16/22 0:00,Organic,1.602032644,18869.99,53.64,9960.61,0,8855.74,,,
Columbus,Weekly,10/16/22 0:00,Organic,1.556163817,12776.86,606.34,4338.18,0,7832.34,,,
Dallas/Ft. Worth,Weekly,10/16/22 0:00,Organic,1.223625947,50587.84,15654.65,655.62,0,34277.56,,,
Denver,Weekly,10/16/22 0:00,Organic,1.482314389,37326.81,21100.55,813.47,0,15412.79,,,
Detroit,Weekly,10/16/22 0:00,Organic,1.366270938,25643.26,432.83,6535.92,0,18674.51,,,
Grand Rapids,Weekly,10/16/22 0:00,Organic,1.287251001,9279,144.99,420.54,0,8713.47,,,
Harrisburg/Scranton,Weekly,10/16/22 0:00,Organic,1.494146302,15828.54,621.04,352.41,0,14855.09,,,
Hartford/Springfield,Weekly,10/16/22 0:00,Organic,1.649752152,21346.74,409.07,4643.85,1.98,16291.83,,,
Houston,Weekly,10/16/22 0:00,Organic,1.2049621,28506.4,11124.75,286.32,0,17095.33,,,
Indianapolis,Weekly,10/16/22 0:00,Organic,1.470183736,11325.98,231.04,3863.26,0,7231.69,,,
Jacksonville,Weekly,10/16/22 0:00,Organic,0.906422245,25648.34,163.37,109.25,0,25375.73,,,
Las Vegas,Weekly,10/16/22 0:00,Organic,1.439829091,18002.8,6511.02,1861.29,0,9630.5,,,
Los Angeles,Weekly,10/16/22 0:00,Organic,1.810140168,150877.99,53390.65,5170.69,2647.32,89669.33,,,
Louisville,Weekly,10/16/22 0:00,Organic,1.551903276,8349.59,12.22,4189.48,0,4147.89,,,
Miami/Ft. Lauderdale,Weekly,10/16/22 0:00,Organic,1.167496657,74809.51,1956.75,586.68,0,72266.08,,,
Nashville,Weekly,10/16/22 0:00,Organic,1.597645108,22385.44,162.92,8824.47,0,13398.05,,,
Northern New England,Weekly,10/16/22 0:00,Organic,2.071871794,15361.58,1659.87,373.26,0,13328.45,,,
New Orleans/Mobile,Weekly,10/16/22 0:00,Organic,1.656225193,3767.72,521.32,97.93,0,3148.47,,,
New York,Weekly,10/16/22 0:00,Organic,1.757725528,111498.17,11740.3,16009.45,41.22,83707.19,,,
Orlando,Weekly,10/16/22 0:00,Organic,1.069625955,37963.84,545.1,141.75,0,37276.99,,,
Peoria/Springfield,Weekly,10/16/22 0:00,Organic,1.404854189,5608.67,71.62,1439.48,0,4097.57,,,
Philadelphia,Weekly,10/16/22 0:00,Organic,1.656681102,29816.59,1596.89,4996.74,25.88,23197.08,,,
Phoenix/Tucson,Weekly,10/16/22 0:00,Organic,1.427807714,36577.72,11576.83,3789.76,0,21211.14,,,
Pittsburgh,Weekly,10/16/22 0:00,Organic,1.509251086,9561.99,1843.84,5,0,7713.15,,,
Portland,Weekly,10/16/22 0:00,Organic,1.720877145,41376.52,272.23,26869.72,0,14234.57,,,
Providence,Weekly,10/16/22 0:00,Organic,1.66681408,5183.09,112.79,24.45,0,5045.85,,,
Raleigh/Greensboro,Weekly,10/16/22 0:00,Organic,1.572895374,27410.86,499.48,2479.11,9.17,24423.1,,,
Richmond/Norfolk,Weekly,10/16/22 0:00,Organic,1.437921445,24127.28,188.58,4358.88,0,19579.83,,,
Roanoke,Weekly,10/16/22 0:00,Organic,1.428053492,13855.45,39.25,3501.45,0,10314.75,,,
Sacramento,Weekly,10/16/22 0:00,Organic,1.85810742,18405.04,5536.21,2129.85,0,10738.98,,,
San Diego,Weekly,10/16/22 0:00,Organic,2.026238968,24283.79,11995.07,1140.08,302.79,10845.85,,,
San Francisco,Weekly,10/16/22 0:00,Organic,2.058417117,61267.49,18751.49,4407.44,0,38108.56,,,
Seattle,Weekly,10/16/22 0:00,Organic,2.233942761,57432.86,3342.63,40618.6,0,13471.64,,,
South Carolina,Weekly,10/16/22 0:00,Organic,1.310190678,37687.97,417.33,4061.9,3.19,33205.55,,,
Spokane,Weekly,10/16/22 0:00,Organic,2.042231281,5044.39,80.83,3147.45,0,1816.11,,,
St. Louis,Weekly,10/16/22 0:00,Organic,1.691204764,8089.43,868.34,2065.55,0,5155.55,,,
Syracuse,Weekly,10/16/22 0:00,Organic,1.501197152,5307.23,241.12,58.84,0,5007.28,,,
Tampa,Weekly,10/16/22 0:00,Organic,1.360028621,18062.96,380.68,128.42,0,17553.86,,,
Toledo,Weekly,10/16/22 0:00,Organic,1.443630499,5298.56,94.9,1736.09,0,3467.57,,,
West Tex/New Mexico,Weekly,10/16/22 0:00,Organic,1.015230519,38765.35,15589.31,762.99,0,22413.06,,,
Wichita,Weekly,10/16/22 0:00,Organic,1.359382648,3751.74,1202.52,9.7,0,2539.53,,,
California,Weekly,10/16/22 0:00,Organic,1.852739413,321685.57,111418.88,17126.32,3156.01,189984.37,,,
Great Lakes,Weekly,10/16/22 0:00,Organic,1.455469107,205508,8277.05,55596.26,0,141634.69,,,
Midsouth,Weekly,10/16/22 0:00,Organic,1.558564712,259933.98,2628.23,54985.09,64.76,202255.89,,,
Northeast,Weekly,10/16/22 0:00,Organic,1.720336107,277428.77,18830.63,26128.41,66.01,232403.73,,,
Plains,Weekly,10/16/22 0:00,Organic,1.540334958,60916.04,14658.31,12537.33,0,33720.4,,,
South Central,Weekly,10/16/22 0:00,Organic,1.225185964,159805.94,50609.03,5576.04,0,103620.87,,,
Southeast,Weekly,10/16/22 0:00,Organic,1.133785543,363531.86,4715.8,27980.83,6.54,330828.69,,,
West,Weekly,10/16/22 0:00,Organic,1.665805115,318007.65,75648.58,109257.03,1.11,133100.94,,,
Total U.S.,Weekly,10/16/22 0:00,Organic,1.529899599,1966817.82,286786.5,309187.31,3294.44,1367549.57,,,
Albany,Weekly,10/23/22 0:00,Conventional,1.027599115,106822.35,20548.99,64441.01,12.6,21819.76,,,
Atlanta,Weekly,10/23/22 0:00,Conventional,0.996316007,760724.2,487880.88,77774.52,80960.93,114107.87,,,
Baltimore/Washington,Weekly,10/23/22 0:00,Conventional,1.201333052,1078298.52,346628.3,321874.47,1713.36,408082.38,,,
Birmingham/Montgomery,Weekly,10/23/22 0:00,Conventional,0.941701841,333953.68,234082.23,26340.07,5178.94,68352.44,,,
Boise,Weekly,10/23/22 0:00,Conventional,1.099695081,107714.05,47340.46,40136.33,331.2,19906.07,,,
Boston,Weekly,10/23/22 0:00,Conventional,1.374931278,513686.06,54718.21,328980.75,69.06,129918.04,,,
Buffalo/Rochester,Weekly,10/23/22 0:00,Conventional,1.023915998,199912.05,57281.6,44711.96,1304.07,96614.43,,,
Charlotte,Weekly,10/23/22 0:00,Conventional,1.149265245,361618.11,162492.21,49894.57,1600.86,147630.47,,,
Chicago,Weekly,10/23/22 0:00,Conventional,1.063043116,1374208.92,573958.18,498293.27,66192.46,235765.01,,,
Cincinnati/Dayton,Weekly,10/23/22 0:00,Conventional,0.987427475,276785.63,123495.68,19308.93,70343.22,63637.8,,,
Columbus,Weekly,10/23/22 0:00,Conventional,1.091379634,229133.54,103346.36,17467.22,50708.63,57611.33,,,
Dallas/Ft. Worth,Weekly,10/23/22 0:00,Conventional,0.789509636,1497849.87,637060.88,359378.35,4183.09,497227.54,,,
Denver,Weekly,10/23/22 0:00,Conventional,0.933214637,940487.99,324774.86,349295.49,22457.1,243960.54,,,
Detroit,Weekly,10/23/22 0:00,Conventional,0.930926401,452468.35,132720.4,154341.04,58679.22,106727.7,,,
Grand Rapids,Weekly,10/23/22 0:00,Conventional,0.991490775,178091,48543.51,40054.29,49756.22,39736.98,,,
Harrisburg/Scranton,Weekly,10/23/22 0:00,Conventional,1.003276466,394785.98,174725.76,85648.96,1758.73,132652.54,,,
Hartford/Springfield,Weekly,10/23/22 0:00,Conventional,1.254851031,359042.72,72053.98,209405.18,279.31,77304.26,,,
Houston,Weekly,10/23/22 0:00,Conventional,0.789557786,1102408.77,493284,314227.89,9879.3,285017.59,,,
Indianapolis,Weekly,10/23/22 0:00,Conventional,0.938580837,249335.28,101643.79,35206.39,47376.04,65109.06,,,
Jacksonville,Weekly,10/23/22 0:00,Conventional,1.074025409,235879.95,178590.24,9569.95,33.41,47686.35,,,
Las Vegas,Weekly,10/23/22 0:00,Conventional,0.980439244,412659.41,116823.82,148177.1,6748.29,140910.21,,,
Los Angeles,Weekly,10/23/22 0:00,Conventional,1.260340025,2774213.04,1561649.24,127301.57,441349.23,643913,,,
Louisville,Weekly,10/23/22 0:00,Conventional,0.936286561,130184.91,55816.46,2766.84,30961.11,40640.5,,,
Miami/Ft. Lauderdale,Weekly,10/23/22 0:00,Conventional,1.12432022,940958.5,708263.14,25083.83,1630.27,205981.25,,,
Nashville,Weekly,10/23/22 0:00,Conventional,0.930858967,303927.68,173075.81,7854.19,29154.91,93842.78,,,
Northern New England,Weekly,10/23/22 0:00,Conventional,1.105330217,399237.25,58826.81,265174.5,56.89,75179.04,,,
New Orleans/Mobile,Weekly,10/23/22 0:00,Conventional,0.83537393,315494.96,170345.38,9525.69,665.94,134957.95,,,
New York,Weekly,10/23/22 0:00,Conventional,1.179168548,2175495.02,441608.12,1183786.19,14759.63,535341.08,,,
Orlando,Weekly,10/23/22 0:00,Conventional,1.014538342,619715.21,409919.25,20534.17,15.52,189246.27,,,
Peoria/Springfield,Weekly,10/23/22 0:00,Conventional,0.860845412,151005.58,81594.68,18965.45,13294.54,37150.91,,,
Philadelphia,Weekly,10/23/22 0:00,Conventional,1.036185203,636513.25,218297.97,205031.79,577.57,212605.93,,,
Phoenix/Tucson,Weekly,10/23/22 0:00,Conventional,0.869802969,1249812.32,439438.31,516728.66,38402.85,255242.51,,,
Pittsburgh,Weekly,10/23/22 0:00,Conventional,1.012769175,168075.14,97405.58,17486.69,227.75,52955.13,,,
Portland,Weekly,10/23/22 0:00,Conventional,1.037855765,714498.68,368614.92,221293.66,24825.41,99764.69,,,
Providence,Weekly,10/23/22 0:00,Conventional,1.322387575,87324.68,19352.31,50649.84,62.76,17259.76,,,
Raleigh/Greensboro,Weekly,10/23/22 0:00,Conventional,1.141553147,393580.76,168016.29,57982.8,1253.55,166328.13,,,
