INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,TUITIONFEE_IN,TUITIONFEE_OUT,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,MN_EARN_WNE_P10,MD_EARN_WNE_P10
Central Yeshiva Beth Joseph,Brooklyn,NY,11230-6043,Association of Advanced Rabbinical and Talmudic Schools,https://centralyeshivabethjoseph.com/,1,1,3,3,2,36,2,11,40.615411,-73.959386,NA,NA,28,NA,0.75,0,0,0,0,0,NA,NA,,,PS,NA,
Garden State Science and Technology Institute,Jersey City,NJ,07306-2714,Council on Occupational Education,https://www.gssti.edu/,1,1,1,1,3,34,2,11,40.734746,-74.059669,NA,NA,224,NA,0.0179,0.4286,0.433,0.0268,0.0134,0.0045,NA,NA,7412,9403,4666,NA,
Barber Tech Academy,Orangeburg,SC,29115-6069,National Accrediting Commission of Career Arts and Sciences,www.barbertechacademy.com/,1,1,1,1,3,45,5,32,33.492394,-80.856946,NA,NA,65,NA,0,1,0,0,0,0,NA,NA,4750,PS,4750,NA,
Abraham Lincoln University,Glendale,CA,91210,Distance Education Accrediting Commission,https://www.alu.edu/,1,1,3,4,3,6,8,12,34.146294,-118.256726,NA,NA,48,NA,0.3958,0.1042,0.25,0.0833,0.0417,0,6480,6480,8984,PS,PS,NA,
Med Academy,Hialeah,FL,33018-4937,Council on Occupational Education,www.medacademy.edu/,1,1,2,2,3,12,5,21,25.89821,-80.35256,NA,NA,248,NA,0.0968,0.0847,0.8145,0.004,0,0,19996,19996,17828,23447,9500,NA,
Huntington University of Health Sciences,Knoxville,TN,37918-8230,NA,https://www.huhs.edu/,1,1,3,4,3,47,5,21,36.027559,-83.99327,NA,NA,39,NA,0.7949,0.0256,0.1026,0,0,0,8242,8242,20000,PS,PS,NA,
Sonoran Desert Institute,Tempe,AZ,85281,Distance Education Accrediting Commission,https://www.sdi.edu/,1,1,2,2,3,4,6,12,33.420286,-111.964106,NA,NA,4011,NA,0.7287,0.0573,0.1264,0.0115,0.0065,0.0037,11960,11960,7786,9500,4750,NA,
Natural Images Beauty College,Clute,TX,77531-3603,National Accrediting Commission of Career Arts and Sciences,natural-images-bc.com/,1,1,1,1,3,48,6,23,29.026275,-95.400805,NA,NA,62,NA,0.3387,0.129,0.5,0,0,0,NA,NA,7917,7917,3230,NA,
Textures Institute of Cosmetology,Indianapolis,IN,46268-3635,National Accrediting Commission of Career Arts and Sciences,texturesinstitute.org/,1,1,1,1,3,18,3,11,39.906649,-86.218117,NA,NA,26,NA,0.0385,0.8462,0.0385,0,0,0,NA,NA,6332,PS,4875,NA,
Learning Bridge Career Institute,Houma,LA,70360-2816,Council on Occupational Education,https://www.lbcihouma.edu/,1,1,1,1,3,22,5,22,29.598445,-90.74457,NA,NA,167,NA,0.2335,0.7305,0.018,0,0.006,0,NA,NA,6333,6333,3167,NA,
PiBerry Institute,Homestead,FL,33033-3215,Council on Occupational Education,https://www.piberry.edu/,1,1,1,1,3,12,5,21,25.48663,-80.463557,NA,NA,41,NA,0,0.2439,0.6829,0,0,0,NA,NA,9500,9500,4750,NA,
Ea La Mar's Cosmetology & Barber College,Kansas City,MO,64127-1912,National Accrediting Commission of Career Arts and Sciences,https://www.ealamarscollege.com/,1,1,1,1,3,29,4,11,39.094285,-94.551962,NA,NA,36,NA,0.0556,0.7778,0.1667,0,0,0,NA,NA,5500,11960,PS,NA,
Regina Webb Academy,Bowling Green,KY,42104-4457,National Accrediting Commission of Career Arts and Sciences,reginawebbacademy.com/,1,1,1,1,3,21,5,13,36.952887,-86.427834,NA,NA,15,NA,0.9333,0,0,0,0,0,NA,NA,7448,PS,PS,NA,
DeHart Technical School,Modesto,CA,95356-9292,Accrediting Council for Continuing Education & Training,www.deharttech.edu/,1,1,1,1,3,6,8,21,37.71339,-120.997781,NA,NA,68,NA,0.2941,0.0147,0.6029,0.0735,0,0,NA,NA,7052,8950,PS,NA,
Medical Career & Technical College,Richmond,KY,40475-2614,Accrediting Bureau of Health Education Schools,www.medicalcareerandtechnicalcollege.edu/,1,1,1,1,3,21,5,32,37.734796,-84.309012,NA,NA,93,NA,0.8817,0.0753,0.0108,0,0,0,NA,NA,5500,6333,3166,NA,
Center for Neurosomatic Studies,Clearwater,FL,33760,Commission on Massage Therapy Accreditation,https://cns.edu/,1,1,1,1,3,12,5,13,27.898475,-82.714351,NA,NA,16,NA,0.5625,0.0625,0.125,0.0625,0,0,NA,NA,,,PS,NA,
Focus Personal Training Institute,New York,NY,10001-6217,Council on Occupational Education,www.fpti.edu/,1,1,1,1,3,36,2,11,40.745926,-73.991731,NA,NA,69,NA,0.2464,0.2029,0.3333,0.029,0,0,NA,NA,6333,PS,PS,NA,
Hair Academy School of Barbering & Beauty,Newark,DE,19713-2305,National Accrediting Commission of Career Arts and Sciences,hairacademysbb.edu/,1,1,1,1,3,10,2,21,39.65906,-75.73689,NA,NA,12,NA,0.1667,0.8333,0,0,0,0,NA,NA,9500,PS,PS,NA,
Fosbre Academy of Hair Design,Olympia,WA,98502,National Accrediting Commission of Career Arts and Sciences,www.fosbre-academy.com/,1,1,1,1,3,53,8,13,47.039503,-122.935367,NA,NA,85,NA,0.6706,0.0471,0.1412,0.0235,0.0118,0.0471,NA,NA,10556,13000,4932,NA,
National Personal Training Institute,Orlando,FL,32817-1481,Accrediting Commission of Career Schools and Colleges,nptiflorida.edu/,1,2,1,1,3,12,5,21,28.599067,-81.219818,NA,NA,37,NA,0.2432,0.1892,0.3784,0.0541,0,0,NA,NA,6333,6333,PS,NA,
Mission Beauty Institute,Mission,TX,78572-4404,National Accrediting Commission of Career Arts and Sciences,www.missionbeautyinstitute.com/,1,1,1,1,3,48,6,13,26.213855,-98.31205,NA,NA,47,NA,0,0,0.9787,0.0213,0,0,NA,NA,4750,PS,PS,NA,
Elim Bible Institute and College,Lima,NY,14485-9704,Transnational Association of Christian Colleges and Schools,https://elim.edu/,1,1,2,3,2,36,2,31,42.909692,-77.615151,0.9756,NA,106,NA,0.6698,0.0943,0.1132,0,0,0,10605,10605,9241,10247,PS,NA,
Beth Medrash of Asbury Park,Lakewood,NJ,08701-5842,Association of Advanced Rabbinical and Talmudic Schools,https://baismedrashzichronmeir.com/,1,1,3,3,2,34,2,21,40.043705,-74.210816,0.75,NA,96,NA,0.8542,0,0,0,0,0,12010,12010,,,PS,NA,
Hope College of Arts and Sciences,Pompano Beach,FL,33069-3240,Accrediting Council for Independent Colleges and Schools,hcas.edu/,1,1,2,2,3,12,5,12,26.226156,-80.139671,NA,NA,204,NA,0.0098,0.9608,0.0147,0.0147,0,0,NA,NA,9500,17229,9500,NA,
Yeshiva Gedolah Shaarei Shmuel,Lakewood,NJ,08701-3623,Association of Advanced Rabbinical and Talmudic Schools,https://yeshivagedolahshaareishmuel.com/,1,1,2,3,2,34,2,13,40.091,-74.197596,0.4631,NA,126,NA,0.9683,0,0,0,0,0,9720,9720,,,PS,NA,
Premier Barber Institute,Norristown,PA,19401-5163,National Accrediting Commission of Career Arts and Sciences,www.premierbarberinstitute.com/,1,1,1,1,3,42,2,21,40.11065,-75.333151,NA,NA,70,NA,0.1857,0.6,0.1286,0,0.0143,0,NA,NA,9500,13583,4750,NA,
International Beauty Education Center,Airway Heights,WA,99001-0000,National Accrediting Commission of Career Arts and Sciences,spokanebeautyschool.com/,1,1,1,1,3,53,8,21,47.643215,-117.58908,NA,NA,92,NA,0.8696,0.0326,0.0435,0.0543,0,0,NA,NA,6333,7746,3958,NA,
Claremont Lincoln University,Claremont,CA,91711-4744,Western Association of Schools and Colleges Senior Colleges and University Commission,https://claremontlincoln.edu/,1,1,4,4,2,6,8,21,34.094273,-117.716117,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,,,NA,NA,
Phipps Academy of Barbering,Richton Park,IL,60471-1404,National Accrediting Commission of Career Arts and Sciences,www.phippsacademy.com/,1,2,1,1,3,17,3,21,41.485005,-87.705681,NA,NA,33,NA,0,1,0,0,0,0,NA,NA,6556,9500,4825,NA,
Hoss Lee Academy,Roseville,CA,95661-5233,National Accrediting Commission of Career Arts and Sciences,hossleeacademy.com/,1,1,1,1,3,6,8,21,38.721897,-121.289487,NA,NA,103,NA,0.6117,0.0194,0.1845,0.0194,0.0097,0.0194,NA,NA,6333,6333,4750,NA,
Indiana Wellness College,Carmel,IN,46290,Accrediting Council for Continuing Education & Training,https://www.indianawellnesscollege.edu/,1,1,1,1,3,18,3,13,39.940821,-86.156579,0.6345,NA,190,NA,0.5737,0.2632,0.0632,0.0105,0,0,NA,NA,7389,7661,4128,NA,
Kenny's Academy of Barbering,Indianapolis,IN,46222-2327,National Accrediting Commission of Career Arts and Sciences,kennysacademy.com/,1,1,1,1,3,18,3,11,39.79644,-86.207551,NA,NA,69,NA,0.1594,0.5652,0.1304,0.0725,0,0,NA,NA,9500,16500,4750,NA,
Seattle Film Institute,Seattle,WA,98119-1707,Accrediting Commission of Career Schools and Colleges,https://www.sfi.edu/#fronttable,1,1,3,4,3,53,8,11,47.64894,-122.377121,NA,NA,69,NA,0.5942,0.1594,0.0725,0.0435,0,0.029,33000,33000,12063,13000,PS,NA,
Arkansas Colleges of Health Education,Fort Smith,AR,72916-0366,Higher Learning Commission,achehealth.edu/,1,1,4,4,2,5,5,41,35.317421,-94.319084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,
Burrell College of Osteopathic Medicine,Las Cruces,NM,88001,American Osteopathic Association,https://burrell.edu/,1,1,4,4,3,35,6,22,32.278068,-106.737787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,
California College of Music,Pasadena,CA,91106-2403,National Association of Schools of Music,https://ccmla.edu/,1,1,1,1,3,6,8,12,34.145103,-118.128935,0.6923,NA,19,NA,0.1579,0.2632,0.1579,0.1053,0,0,15272,15272,,,NA,NA,
California Health Sciences University,Clovis,CA,93612,Western Association of Schools and Colleges Senior Colleges and University Commission,https://chsu.edu/,1,1,4,4,3,6,8,21,36.832466,-119.701977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,
Christian Culinary Academy,Cannon Beach,OR,97110-1484,NA,https://www.christianculinary.org/,0,1,1,1,2,41,8,42,45.89961,-123.959303,0.9,NA,10,NA,0.5,0,0.2,0.1,0,0,NA,NA,,,NA,NA,
Glitz School of Cosmetology,Las Cruces,NM,88011,National Accrediting Commission of Career Arts and Sciences,www.glitz.edu/,1,1,1,1,3,35,6,12,32.305919,-106.740388,NA,NA,168,NA,0.131,0.0179,0.8155,0.006,0.006,0,NA,NA,7307,7999,4750,NA,
Indiana Wesleyan University-National & Global,Marion,IN,46953,Higher Learning Commission,https://www.indwes.edu/,0,2,3,4,2,18,3,41,40.510655,-85.677641,NA,NA,5451,NA,0.616,0.2484,0.0596,0.0119,0.0039,0.0018,8120,8120,14335,24250,6250,56200,59986
NationsUniversity,New Orleans,LA,70130,NA,https://www.nationsu.edu/,0,1,1,4,2,22,5,11,29.949155,-90.070207,NA,NA,504,NA,0.0397,0.0159,0,0.002,0,0,NA,NA,,,NA,NA,
Northeast Lakeview College,Universal City,TX,78145,Southern Association of Colleges and Schools Commission on Colleges,www.alamo.edu/nlc,1,1,2,2,1,48,6,21,29.545802,-98.323246,NA,NA,5277,NA,0.2323,0.1054,0.5846,0.0246,0.0015,0.0009,3262,14272,5500,PS,5453,NA,
Paul Mitchell the School-Jessup,Jessup,MD,20794,NA,https://paulmitchell.edu/jessup,0,2,1,1,3,24,2,21,39.169191,-76.786097,NA,NA,121,NA,0.2397,0.5455,0.157,0.0413,0,0,NA,NA,6333,9500,4750,PS,35225
John Patrick University of Health and Applied Sciences,South Bend,IN,46601-2352,Accrediting Commission of Career Schools and Colleges,https://jpu.edu/,1,1,3,4,3,18,3,12,41.67338,-86.24973,1,NA,152,NA,0.4013,0.0921,0.1053,0.0789,0,0,17207,17207,18000,PS,PS,NA,
University of Saint Katherine,San Marcos,CA,92069,Western Association of Schools and Colleges Senior Colleges and University Commission,www.usk.edu/,1,1,3,4,2,6,8,21,33.138387,-117.160766,0.6556,NA,204,NA,0.2451,0.0588,0.4902,0.0392,0.0147,0.0196,28800,28800,15000,21500,7500,NA,
Teachers College of San Joaquin,Stockton,CA,95206,Western Association of Schools and Colleges Senior Colleges and University Commission,www.teacherscollegesj.edu/,1,1,1,4,1,6,8,11,37.908696,-121.231507,NA,NA,876,NA,0.484,0.0434,0.2751,0.0913,0.0114,0.008,NA,NA,,,NA,NA,
U.S. Truck Driver Training School,Sterling Heights,MI,48312-4518,Council on Occupational Education,https://ustdts.edu/,1,1,1,1,3,26,3,21,42.550239,-83.042997,NA,NA,203,NA,0.3399,0.6207,0.0099,0,0.0099,0,NA,NA,6354,PS,PS,NA,
University of the People,Pasadena,CA,91101,NA,www.uopeople.edu/,0,1,2,4,2,6,8,12,34.146167,-118.138047,NA,NA,16253,NA,0.0506,0.0303,0.0222,0.0161,0.0012,0.0012,1200,1200,,,NA,NA,
South Dade Technical College-South Dade Skills Center Campus,HOMESTEAD,FL,33033-1412,Council on Occupational Education,www.southdadetech.edu/,1,1,1,1,1,12,5,21,25.50406,-80.437371,NA,NA,170,NA,0.0235,0.2647,0.7,0.0059,0,0,NA,NA,,,PS,NA,
Wongu University of Oriental Medicine,Las Vegas,NV,89123-2836,Accrediting Commission for Acupuncture and Oriental Medicine,www.wongu.edu/,1,1,4,4,2,32,8,12,36.03274,-115.117581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,
Alabama School of Nail Technology & Cosmetology,Jackson,AL,36545-2718,National Accrediting Commission of Career Arts and Sciences,www.alabamaschoolofnailtechnology.com/,1,1,1,1,3,1,5,33,31.50997,-87.893386,NA,NA,43,NA,0.4186,0.4884,0.0233,0,0.0698,0,NA,NA,16500,16500,PS,NA,
Tulsa Technology Center,Tulsa,OK,74145,Oklahoma State Board of Career and Technology Education,https://tulsatech.edu/,1,1,1,1,1,40,6,11,36.113428,-95.887481,NA,NA,1216,NA,0.5107,0.1053,0.1645,0.0436,0.1176,0.0033,NA,NA,,,PS,33700,41793
Ross Medical Education Center-Elyria,Elyria,OH,44035-2885,Accrediting Bureau of Health Education Schools,https://rosseducation.edu/,0,7,1,1,3,39,3,13,41.386445,-82.105702,NA,NA,50,NA,0.18,0.16,0.14,0.02,0,0,NA,NA,8481,9500,4750,25100,30481
Ross Medical Education Center-Lafayette,Lafayette,IN,47905-5159,Accrediting Bureau of Health Education Schools,https://rosseducation.edu/,0,6,1,1,3,18,3,13,40.38849,-86.845131,NA,NA,57,NA,0.2982,0.1754,0.1228,0,0,0,NA,NA,9389,9500,4750,26800,33079
Ross Medical Education Center-Midland,Midland,MI,48640-2690,Accrediting Bureau of Health Education Schools,https://rosseducation.edu/,0,11,1,1,3,26,3,13,43.641877,-84.258017,NA,NA,29,NA,0.5517,0.0345,0,0.0345,0,0,NA,NA,7719,9500,3969,24900,29898
Paul Mitchell the School-Clear Lake,Webster,TX,77598-0000,National Accrediting Commission of Career Arts and Sciences,paulmitchell.edu/clearlake,0,2,1,1,3,48,6,21,29.527723,-95.126497,NA,NA,136,NA,0.3897,0.1544,0.3529,0.0147,0.0147,0.0074,NA,NA,9500,11336,4750,19600,27384
Paul Mitchell the School-Nampa,Nampa,ID,83687-0000,National Accrediting Commission of Career Arts and Sciences,paulmitchell.edu/nampa,0,2,1,1,3,16,7,41,43.613794,-116.594823,NA,NA,103,NA,0.5146,0.0097,0.2913,0,0.0097,0,NA,NA,9500,10555,4750,19200,25719
Academy of Beauty Professionals,Madison,WI,53719,National Accrediting Commission of Career Arts and Sciences,https://www.academyofbeautyprofessionals.com/,0,4,1,1,3,55,3,11,43.05541,-89.490781,NA,NA,54,NA,0.4444,0.2778,0.0926,0.0926,0.0185,0,NA,NA,6333,6333,4750,19400,25117
Academy of Beauty Professionals,Appleton,WI,54914-5780,National Accrediting Commission of Career Arts and Sciences,https://www.academyofbeautyprofessionals.com/,0,4,1,1,3,55,3,22,44.266271,-88.461527,NA,NA,71,NA,0.5211,0.0141,0.1127,0.1408,0.0141,0,NA,NA,6333,6333,4750,19400,25117
Academy of Beauty Professionals,Green Bay,WI,54303-4838,National Accrediting Commission of Career Arts and Sciences,https://www.academyofbeautyprofessionals.com/,0,4,1,1,3,55,3,12,44.52349,-88.097926,NA,NA,92,NA,0.4348,0.1196,0.2174,0.0652,0.0652,0,NA,NA,6333,6333,4750,19400,25117
Kenneth Shuler School of Cosmetology-Goose Creek,Goose Creek,SC,29445-6694,National Accrediting Commission of Career Arts and Sciences,www.kennethshuler.com/,0,4,1,1,3,45,5,21,33.035472,-80.065725,NA,NA,146,NA,0.3767,0.5822,0.0274,0.0068,0,0,NA,NA,5775,5858,4704,20300,25088
Clovis Community College,Fresno,CA,93730,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.cloviscollege.edu/,1,1,2,2,1,6,8,11,36.88686,-119.731261,NA,NA,6448,NA,0.3038,0.0309,0.4806,0.1297,0.0059,0.0023,1330,8890,3500,PS,PS,NA,
Boca Beauty Academy-Parkland,Parkland,FL,33073-4526,Council on Occupational Education,www.bocabeautyacademy.edu/,0,2,1,1,3,12,5,21,26.321755,-80.203872,NA,NA,75,NA,0.2267,0.3067,0.4,0.0133,0,0,NA,NA,5848,6333,3167,NA,
American Beauty Academy-West Valley Campus,West Valley City,UT,84119,National Accrediting Commission of Career Arts and Sciences,americanbeautyutah.com/,0,2,1,1,3,49,7,21,40.692128,-111.938189,NA,NA,55,NA,0.4727,0.0182,0.4182,0,0,0,NA,NA,5651,10060,4750,NA,20236
Caribbean Aviation Training Institute Inc,Carolina,PR,979,Accrediting Commission of Career Schools and Colleges,www.caribav.com/,1,1,1,1,3,72,9,21,18.439873,-65.997043,NA,NA,200,NA,0,0,1,0,0,0,12780,12780,,,PS,NA,
The College of Health Care Professions-McAllen Campus,McAllen,TX,78504-4398,Accrediting Bureau of Health Education Schools,www.chcp.edu/,0,7,1,2,3,48,6,12,26.239856,-98.234872,NA,NA,670,NA,0.0119,0,0.9851,0.003,0,0,NA,NA,9473,9500,4005,30500,33070
Institute of Buddhist Studies,Berkeley,CA,94704,NA,www.shin-ibs.edu/,0,1,4,4,2,6,8,12,37.866732,-122.266105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,
Chamberlain University-North Carolina,Charlotte,NC,28273,Higher Learning Commission,https://www.chamberlain.edu/,0,15,3,3,3,37,5,11,35.13766,-80.931971,0.5,NA,268,NA,0.3396,0.4515,0.1194,0.0299,0.0075,0.0037,19629,19629,16458,20919,10922,60400,92405
Chamberlain University-California,Rancho Cordova,CA,95670,Higher Learning Commission,https://www.chamberlain.edu/,0,15,3,3,3,6,8,13,38.596193,-121.278258,0,NA,597,NA,0.3518,0.0637,0.1809,0.3015,0.0017,0.0218,20142,20142,16458,20919,10922,60400,92405
Spartan College of Aeronautics and Technology,Riverside,CA,92509-8716,Council on Occupational Education,www.spartan.edu/,0,2,1,1,3,6,8,21,33.990127,-117.408335,NA,NA,214,NA,0.215,0.0794,0.5421,0.0514,0,0.0327,NA,NA,20000,20000,9500,50700,61575
Purdue University Global,West Lafayette,IN,47906,Higher Learning Commission,https://www.purdueglobal.edu/,1,1,3,4,1,18,3,13,40.45655,-86.928449,NA,NA,33339,NA,0.5279,0.1734,0.1542,0.0289,0.0054,0.0052,10134,14445,11648,26078,6334,40100,36596
Pima Medical Institute-Dillon,Dillon,MT,59725,Accrediting Bureau of Health Education Schools,https://pmi.edu/,0,2,1,2,3,30,7,33,45.208156,-112.641211,NA,NA,56,NA,0.8036,0,0.0536,0,0.0893,0.0179,NA,NA,5250,5500,3455,PS,30917
Arthur's Beauty College,Jonesboro,AR,72401,National Accrediting Commission of Career Arts and Sciences,www.arthursbeautycollege.com/,1,2,1,1,3,5,5,13,35.817823,-90.68152,NA,NA,76,NA,0.5658,0.3816,0.0395,0.0132,0,0,NA,NA,9500,10500,4750,19600,21470
West Coast University-Center for Graduate Studies,Los Angeles,CA,90004-2115,Western Association of Schools and Colleges Senior Colleges and University Commission,westcoastuniversity.edu/,0,6,4,4,3,6,8,11,34.081505,-118.29131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24145,32946,9500,67700,102672
Carolina University,Winston-Salem,NC,27101,Transnational Association of Christian Colleges and Schools,https://www.carolinau.edu/,1,1,3,4,2,37,5,12,36.087962,-80.250153,0.5202,NA,350,NA,0.4343,0.1629,0.1514,0.0086,0,0,15050,15050,11005,20287,7417,36600,32864
National Personal Training Institute-Tampa,Tampa,FL,33634,Accrediting Commission of Career Schools and Colleges,nptiflorida.edu/npti-tampa/,0,2,1,1,3,12,5,21,28.02675,-82.528321,NA,NA,23,NA,0.2609,0.2609,0.3478,0.0435,0,0,NA,NA,6333,6333,PS,NA,
Presbyterian Theological Seminary in America,Santa Fe Springs,CA,90670-5611,Association for Biblical Higher Education,ch.ptsa.edu/en,1,1,3,4,2,6,8,21,33.88856,-118.047065,NA,NA,36,NA,0,0,0,0.5556,0,0,8835,8835,,,PS,NA,
HCI College,West Palm Beach,FL,33409-1042,Accrediting Commission of Career Schools and Colleges,www.hci.edu/,1,2,1,2,3,12,5,21,26.702663,-80.085147,0.4732,NA,289,NA,0.2284,0.2837,0.2007,0.0346,0.0035,0,18558,18558,18312,24149,10500,NA,
America Evangelical University,Gardena,CA,90247-4432,Association for Biblical Higher Education,www.aeu.edu/,1,1,3,4,2,6,8,13,33.883102,-118.295931,NA,NA,18,NA,0,0,0,0.2778,0,0,6200,6200,,,PS,NA,
Gadsden Technical College,Quincy,FL,32351-4415,Council on Occupational Education,www.gadsdentech.org/,1,1,1,1,1,12,5,31,30.577656,-84.578905,NA,NA,54,NA,0.1296,0.8148,0.0556,0,0,0,NA,NA,,,PS,NA,
Virginia University of Integrative Medicine,Vienna,VA,22182-5310,Accrediting Commission for Acupuncture and Oriental Medicine,www.vuim.edu/,1,3,4,4,2,51,5,21,38.91009,-77.22432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,
Nashville Film Institute,Nashville,TN,37210-4225,Accrediting Council for Continuing Education & Training,nfi.edu/,1,1,1,1,3,47,5,11,36.135712,-86.748045,NA,NA,57,NA,0.6316,0.193,0.0526,0.0175,0,0,NA,NA,5500,5500,PS,NA,
Los Angeles Academy of Figurative Art,Van Nuys,CA,91406-2127,National Association of Schools of Arts and Design,laafa.edu/,1,1,3,3,3,6,8,11,34.208209,-118.5021,NA,NA,5,NA,0.4,0,0.2,0.4,0,0,31618,31618,,,PS,NA,
Westcliff University,Irvine,CA,92614,Western Association of Schools and Colleges Senior Colleges and University Commission,www.westcliff.edu/,1,1,3,4,3,6,8,11,33.685537,-117.847973,0.6742,NA,1817,NA,0.0936,0.0281,0.0314,0.011,0.0033,0.0044,17550,17550,7500,23750,5500,NA,
World Class Academy of Beauty Careers,Tallahassee,FL,32310-6831,National Accrediting Commission of Career Arts and Sciences,https://www.worldclassacademybeautycareers.com/,1,1,1,1,3,12,5,12,30.412845,-84.2909,NA,NA,42,NA,0,1,0,0,0,0,NA,NA,7654,9000,2952,NA,
Allied Health Careers Institute,Murfreesboro,TN,37130-5996,Council on Occupational Education,www.ahci.edu/,1,1,1,1,3,47,5,12,35.827799,-86.391495,NA,NA,63,NA,0.3175,0.4921,0.127,0.0635,0,0,NA,NA,2728,PS,PS,NA,
Sacramento Ultrasound Institute,Sacramento,CA,95825-0570,Accrediting Bureau of Health Education Schools,sui.edu/,1,1,1,1,3,6,8,21,38.604405,-121.383597,NA,NA,99,NA,0.2727,0.1414,0.2323,0.2121,0.0202,0.0404,NA,NA,14750,17000,PS,NA,
Regan Career Institute,El Monte,CA,91731-3254,Accrediting Bureau of Health Education Schools,rci.edu/,1,1,1,2,3,6,8,21,34.070176,-118.030152,NA,NA,42,NA,0.0714,0.0238,0.4286,0.4048,0.0238,0,NA,NA,5029,PS,PS,NA,
Bolivar Technical College,Bolivar,MO,65613-8095,Accrediting Bureau of Health Education Schools,www.bolivarcollege.edu/,1,1,2,2,2,29,4,32,37.623766,-93.421572,1,NA,130,NA,0.9077,0.0231,0.0462,0,0.0154,0,24610,24610,11000,15000,4325,NA,
MAK Beauty Institute,Cumming,GA,30040-2783,National Accrediting Commission of Career Arts and Sciences,www.makbeautyinstitutesouth.com/,1,2,1,1,3,13,5,21,34.186371,-84.143912,0.5833,NA,9,NA,0.7778,0,0.1111,0,0,0,NA,NA,5501,PS,PS,NA,
Reformed University,Lawrenceville,GA,30043-5604,Transnational Association of Christian Colleges and Schools,runiv.edu/,1,1,3,4,2,13,5,21,33.971966,-84.07814,0.65,NA,252,NA,0.0198,0.0119,0.0635,0.1071,0,0,5360,5360,,,PS,NA,
